iter	Accuracy	Logloss
0	0.9788351827	0.4778138494
1	0.9861701461	0.336350648
2	0.9860322237	0.3279671049
3	0.9817691681	0.2527002261
4	0.9858316093	0.2069557853
5	0.9860447621	0.2015575957
6	0.9860447621	0.1970452005
7	0.9851043822	0.1956808519
8	0.9855306877	0.1855786004
9	0.984627923	0.184325415
10	0.9887405178	0.1469497307
11	0.9886276722	0.1389162279
12	0.988715441	0.1221339042
13	0.9884897499	0.1174933763
14	0.989091593	0.09593256673
15	0.9891919002	0.08415443016
16	0.9892922074	0.06737900067
17	0.9893799762	0.06617193819
18	0.9897059745	0.05715501758
19	0.989655821	0.0571456212
20	0.989405053	0.05194899633
21	0.9896683594	0.04534836661
22	0.9896432826	0.04532064408
23	0.9897937433	0.04256335051
24	0.9897561281	0.04246497413
25	0.9897812049	0.04243900079
26	0.9897812049	0.04242935888
27	0.9897310513	0.04241975103
28	0.9896432826	0.03983948106
29	0.9894802834	0.03779842143
30	0.9892295154	0.03617570987
31	0.9891919002	0.03608008907
32	0.9894802834	0.03404970091
33	0.9897059745	0.0336544446
34	0.9897185129	0.03321764152
35	0.9897185129	0.03075830285
36	0.9896432826	0.02885864902
37	0.9897310513	0.02878441158
38	0.9897310513	0.02877950902
39	0.9899065889	0.02712566056
40	0.9899065889	0.02712566056
41	0.9899065889	0.02712564138
42	0.9898940505	0.02609462549
43	0.9899442041	0.02528514669
44	0.9899065889	0.02516240495
45	0.9898815121	0.02428820112
46	0.9899065889	0.02414128622
47	0.9899065889	0.0241395304
48	0.9898188201	0.02391135121
49	0.9898689737	0.02338946101
50	0.9898689737	0.02338945925
51	0.9898689737	0.02338945837
52	0.9901197417	0.02303156251
53	0.9901448185	0.02290250808
54	0.9901448185	0.02268222265
55	0.9902576641	0.02265959845
56	0.9902576641	0.02258996753
57	0.9902702025	0.02254127499
58	0.9902576641	0.02249997054
59	0.9902576641	0.02241558089
60	0.9902576641	0.02237433298
61	0.9902451257	0.02226676545
62	0.9902576641	0.02225441901
63	0.9903579713	0.02221436623
64	0.9904457401	0.0220312327
65	0.9904457401	0.02203122935
66	0.9904457401	0.02203118623
67	0.9904457401	0.02203118457
68	0.9904582785	0.02175486106
69	0.9904708169	0.02167163115
70	0.9905209705	0.02163968587
71	0.9905335089	0.02163046168
72	0.9905084321	0.02149404802
73	0.9905460473	0.02137394201
74	0.9905460473	0.02137394195
75	0.9905460473	0.02137394195
76	0.9905460473	0.02133416905
77	0.9905585857	0.02132940869
78	0.9905460473	0.02132586865
79	0.9905836625	0.02116222245
80	0.9905836625	0.02111130897
81	0.9905460473	0.02103108942
82	0.9905460473	0.02102046084
83	0.9905335089	0.02098585308
84	0.9905335089	0.02098585304
85	0.9905335089	0.0209858472
86	0.9905460473	0.02097008434
87	0.9905460473	0.02090249312
88	0.9905460473	0.02090249298
89	0.9905711241	0.02089874133
90	0.9905711241	0.02089790261
91	0.9905711241	0.02089435621
92	0.9905711241	0.02089435591
93	0.9905585857	0.02088073519
94	0.9905836625	0.02083033453
95	0.9906087393	0.020785633
96	0.9906087393	0.0207762851
97	0.9906087393	0.02077398776
98	0.9905962009	0.02070255389
99	0.9905962009	0.02070255364
100	0.9905962009	0.020702552
101	0.9905962009	0.02070255189
102	0.9906463545	0.02066990548
103	0.9906212777	0.02064064746
104	0.9906338161	0.020635361
105	0.9906338161	0.0206353335
106	0.9906338161	0.02063519469
107	0.9906463545	0.02059891283
108	0.9906338161	0.02059169117
109	0.9906463545	0.02057896981
110	0.9906463545	0.02057896956
111	0.9906463545	0.02057896902
112	0.9906588929	0.02056679178
113	0.9906588929	0.02055212959
114	0.9906338161	0.02052821626
115	0.9906839697	0.02049762766
116	0.9906839697	0.02048874531
117	0.9906965081	0.02047896253
118	0.9906965081	0.02047896252
119	0.9907341233	0.02047264419
120	0.9907592001	0.02044711599
121	0.9907592001	0.02044711539
122	0.9907592001	0.02044711525
123	0.9907717384	0.02044445043
124	0.9907968152	0.02039705414
125	0.9907968152	0.02039704972
126	0.9908093536	0.02036910081
127	0.9908093536	0.02036678053
128	0.9908093536	0.02032038899
129	0.9908093536	0.02032038899
130	0.9908093536	0.02032038676
131	0.9908093536	0.02032038674
132	0.9907968152	0.0202709236
133	0.990821892	0.02025424091
134	0.9908344304	0.02025166574
135	0.990821892	0.02023490594
136	0.9908469688	0.02018344116
137	0.9908469688	0.02013615721
138	0.9908469688	0.02013483317
139	0.9908469688	0.02013483205
140	0.9908595072	0.02013086898
141	0.9908595072	0.0201218717
142	0.9908971224	0.02003843827
143	0.9908971224	0.02003843427
144	0.9909347376	0.01999201216
145	0.9909347376	0.01999201201
146	0.9909347376	0.01999102082
147	0.9909221992	0.01994700621
148	0.9909347376	0.01994279848
149	0.9909347376	0.01994279832
150	0.9909347376	0.01994224416
151	0.991009968	0.01989335069
152	0.991009968	0.0198908376
153	0.9911102752	0.01986646922
154	0.9911228136	0.01984506338
155	0.9911228136	0.01984505827
156	0.9911228136	0.01984439712
157	0.9911604288	0.01982840649
158	0.9911604288	0.01982840648
159	0.9911478904	0.01978730716
160	0.9911478904	0.01978522331
161	0.9911855056	0.01975684607
162	0.9911604288	0.01971959382
163	0.9911478904	0.01970569633
164	0.9911478904	0.01970164055
165	0.9911729672	0.0196927958
166	0.9911729672	0.01968159468
167	0.9911729672	0.01967909611
168	0.9911729672	0.01967065417
169	0.9911604288	0.01965608794
170	0.9911855056	0.01963311884
171	0.9911729672	0.01959285911
172	0.9911729672	0.01959285811
173	0.9911729672	0.01959285809
174	0.9911729672	0.01959285669
175	0.9911729672	0.01959285659
176	0.9911855056	0.01955946114
177	0.9911855056	0.01955944684
178	0.9911855056	0.01955944536
179	0.9911855056	0.01955944393
180	0.9911855056	0.01953816171
181	0.9911855056	0.01953816138
182	0.9912356592	0.01951641682
183	0.9912356592	0.01951117791
184	0.9912481976	0.01946105197
185	0.9912481976	0.01946105184
186	0.9912481976	0.01946012333
187	0.9912481976	0.01945517153
188	0.9912356592	0.01941947653
189	0.9912481976	0.01940700227
190	0.9912481976	0.01940627324
191	0.9912481976	0.01940581698
192	0.991260736	0.01939992109
193	0.9912983512	0.01937421662
194	0.9912983512	0.01937421562
195	0.9912732744	0.01936939168
196	0.9912732744	0.01936939069
197	0.9913610432	0.01933022977
198	0.991323428	0.01927417516
199	0.991323428	0.0192741751
200	0.991323428	0.01927040758
201	0.9912983512	0.019253762
202	0.9912983512	0.01925349181
203	0.9912983512	0.01925349167
204	0.9912983512	0.01925349158
205	0.991260736	0.01923820267
206	0.991260736	0.01923377796
207	0.991260736	0.01923377794
208	0.9912732744	0.01917788484
209	0.9912732744	0.01917786703
210	0.9912732744	0.01917786703
211	0.9912732744	0.01917786018
212	0.9912732744	0.01916818994
213	0.9912858128	0.0191440505
214	0.9912983512	0.01913197577
215	0.9912983512	0.01913197561
216	0.9913108896	0.01912495493
217	0.9913108896	0.01912495438
218	0.9913485048	0.01910026291
219	0.9913359664	0.01909670415
220	0.9913359664	0.01909670404
221	0.9913359664	0.01909651143
222	0.9913359664	0.01909650869
223	0.9913359664	0.01908836442
224	0.9913359664	0.01908510785
225	0.9913359664	0.01908510776
226	0.9913485048	0.01907243683
227	0.9913485048	0.01907243679
228	0.99138612	0.01905980075
229	0.9913735816	0.01905675536
230	0.9913735816	0.01903339886
231	0.9913986584	0.019031203
232	0.9914111968	0.01901717424
233	0.9913986584	0.01900181402
234	0.991448812	0.01898963781
235	0.991448812	0.01898963564
236	0.991448812	0.01898963526
237	0.9914362736	0.01898654048
238	0.9914362736	0.01898654047
239	0.9914362736	0.01897849799
240	0.9914362736	0.01897589608
241	0.991448812	0.01895630724
242	0.991448812	0.01895630696
243	0.991448812	0.01893773446
244	0.991448812	0.01893773444
245	0.9914613504	0.01893043604
246	0.9914864272	0.01891784464
247	0.9914738888	0.01887584631
248	0.9914738888	0.01887584482
249	0.9914738888	0.01887584362
250	0.9914613504	0.01887096516
251	0.9914738888	0.01886323554
252	0.9914738888	0.01886323379
253	0.9914738888	0.01886323174
254	0.9914738888	0.01886323163
255	0.9914738888	0.01885393272
256	0.9914738888	0.01885393221
257	0.9914738888	0.01884649732
258	0.9914738888	0.01884649701
259	0.9914738888	0.01884649567
260	0.9914989656	0.0188294162
261	0.9914989656	0.01882760275
262	0.9914989656	0.01882760257
263	0.9915365808	0.01879603109
264	0.9915365808	0.01879603083
265	0.9915616576	0.01877931999
266	0.9915491192	0.01876475895
267	0.991574196	0.01875267873
268	0.991574196	0.01875267868
269	0.9915867344	0.01875058342
270	0.9915867344	0.01875058342
271	0.9915867344	0.01875058309
272	0.9915616576	0.01871320259
273	0.991574196	0.01871196275
274	0.991574196	0.01871196176
275	0.991574196	0.01871196156
276	0.9916118112	0.01869055995
277	0.9916118112	0.01869055914
278	0.9916118112	0.0186892206
279	0.9915992728	0.01868181344
280	0.9915867344	0.018677187
281	0.9915616576	0.01861260543
282	0.9915616576	0.0186089991
283	0.9915616576	0.01860899905
284	0.9915867344	0.01860202504
285	0.9916118112	0.01858664661
286	0.9916118112	0.01858664205
287	0.9916118112	0.01858096802
288	0.9915992728	0.01857105895
289	0.9916118112	0.01856494397
290	0.9916118112	0.01855230446
291	0.9916118112	0.01855230376
292	0.9916118112	0.01852557756
293	0.9916118112	0.01851564369
294	0.991636888	0.018497096
295	0.9916243496	0.01846877473
296	0.9916243496	0.018467814
297	0.991636888	0.01837599011
298	0.991636888	0.01837599011
299	0.9916118112	0.01834588139
300	0.9916494264	0.01834077152
301	0.9916619648	0.0183360036
302	0.9916494264	0.01832591804
303	0.9916494264	0.01832591803
304	0.9916494264	0.018325918
305	0.9916494264	0.01832087953
306	0.991636888	0.01831070635
307	0.9916243496	0.01830664536
308	0.9916243496	0.0182923296
309	0.9916494264	0.01827516304
310	0.9916494264	0.01827515811
311	0.9916494264	0.01827515737
312	0.9916494264	0.01827515737
313	0.9916494264	0.01827515071
314	0.9916745032	0.01827316952
315	0.9916494264	0.01825469451
316	0.9916494264	0.01823214537
317	0.9916494264	0.01823213919
318	0.9916118112	0.0182126158
319	0.9916118112	0.01821261577
320	0.991636888	0.0181928177
321	0.9916494264	0.01819089459
322	0.9916494264	0.01819088267
323	0.99169958	0.01815532869
324	0.99169958	0.01814518006
325	0.99169958	0.01813727083
326	0.99169958	0.01813727073
327	0.99169958	0.01813726944
328	0.99169958	0.01813726913
329	0.99169958	0.01813514991
330	0.99169958	0.01813514494
331	0.9917497336	0.01812554011
332	0.9917497336	0.01812554011
333	0.9917497336	0.01811442706
334	0.9917497336	0.01811442591
335	0.9917497336	0.01811442422
336	0.9917497336	0.01811362428
337	0.9917497336	0.01811362399
